URL,Tactic,Technique_ID,Technique,Procedure_ID,Procedure_Name,Description
,,,,S1006,PLC-Blaster,PLC-Blaster utilizes the PLC communication and management API to load executable Program Organization Units. [3]
,,,,S0603,Stuxnet,Stuxnet's infection sequence consists of code blocks and data blocks that will be downloaded to the PLC to alter its behavior. [4]
,,,,S1009,Triton,Triton leveraged the TriStation protocol to download programs onto Triconex Safety Instrumented System. [5]
https://attack.mitre.org//techniques/T0845,['Collection'],T0845,Program Upload,,,
,,,,S1045,INCONTROLLER,INCONTROLLER  can use the CODESYS protocol to upload programs from Schneider PLCs.[1][2] INCONTROLLER  can obtain existing program logic from Omron PLCs by using either the program upload or backup functions available through the HTTP server.[1]
,,,,S1009,Triton,Triton calls the SafeAppendProgramMod to transfer its payloads to the Tricon. Part of this call includes preforming a program upload. [3]
https://attack.mitre.org//techniques/T0873,['Persistence'],T0873,Project File Infection,,,
,,,,S0603,Stuxnet,Stuxnet copies itself into Step 7 projects in such a way that it automatically executes when the Step 7 project is loaded. [3]
https://attack.mitre.org//techniques/T0886,"['Initial Access', 'Lateral Movement']",T0886,Remote Services,,,
,,,,C0028,2015 Ukraine Electric Power Attack,"During the 2015 Ukraine Electric Power Attack, Sandworm Team used an IT helpdesk software to move the mouse on ICS control devices to maliciously release electricity breakers. [5]"
,,,,C0025,2016 Ukraine Electric Power Attack,"During the 2016 Ukraine Electric Power Attack, Sandworm Team used MS-SQL access to a pivot machine, allowing code execution throughout the ICS network.[6]"
,,,,S1045,INCONTROLLER,"INCONTROLLER can use the CODESYS protocol to remotely connect to Schneider PLCs and perform maintenance functions on the device.[7]INCONTROLLER can use Telnet to upload payloads and execute commands on Omron PLCs.   [8][9] The malware can also use HTTP-based CGI scripts (e.g., cpu.fcgi, ecat.fcgi) to gain administrative access to the device.[7]"
,,,,S0496,REvil,REvil uses the SMB protocol to encrypt files located on remotely connected file shares. [10]
,,,,S0603,Stuxnet,"Stuxnet executes malicious SQL commands in the WinCC database server to propagate to remote systems. The malicious SQL commands include xp_cmdshell, sp_dumpdbilog, and sp_addextendedproc. [11]"
,,,,G0088,TEMP.Veles,TEMP.Veles utilized remote desktop protocol (RDP) jump boxes to move into the ICS environment. [2]
https://attack.mitre.org//techniques/T0846,['Discovery'],T0846,Remote System Discovery,,,
,,,,C0028,2015 Ukraine Electric Power Attack,"During the 2015 Ukraine Electric Power Attack, Sandworm Team remotely discovered operational assets once on the OT network. [2] [3]"
,,,,S0093,Backdoor.Oldrea,"The Backdoor.Oldrea ICS malware plugin relies on Windows networking (WNet) to discover all the servers, including OPC servers, that are reachable by the compromised machine over the network. [4]"
,,,,S1045,INCONTROLLER,INCONTROLLER can perform a UDP multicast scan of UDP port 27127 to identify Schneider PLCs that use that port for the NetManage protocol.[5][6]INCONTROLLER can use the FINS (Factory Interface Network Service) protocol to scan for and obtain MAC address associated with Omron devices.[7][6]INCONTROLLER has the ability to perform scans for TCP port 4840 to identify devices running OPC UA servers.[6]
,,,,S0604,Industroyer,The Industroyer IEC 61850 payload component has the ability to discover relevant devices in the infected host's network subnet by attempting to connect on port 102.[8]Industroyer contains an OPC DA module that enumerates all OPC servers using the ICatInformation::EnumClassesOfCategories method with CATID_OPCDAServer20 category identifier and IOPCServer::GetStatus to identify the ones running.
,,,,S1006,PLC-Blaster,PLC-Blaster scans the network to find other Siemens S7 PLC devices to infect. It locates these devices by checking for a service listening on TCP port 102. [9]
,,,,S1009,Triton,Triton uses a Python script that is capable of detecting Triconex controllers on the network by sending a specific UDP broadcast packet over port 1502. [10]
https://attack.mitre.org//techniques/T0888,['Discovery'],T0888,Remote System Information Discovery,,,
,,,,S0093,Backdoor.Oldrea,"The Backdoor.Oldrea payload gathers server information that includes CLSID, server name, Program ID, OPC version, vendor information, running state, group count, and server bandwidth. This information helps indicate the role the server has in the control process. [1] [2]"
,,,,S1045,INCONTROLLER,INCONTROLLER includes a library that creates Modbus connections with a device to request its device ID.[3][4]
,,,,S0604,Industroyer,"The Industroyer IEC 61850 component sends the domain-specific MMSgetNameList request to determine what logical nodes the device supports. It then searches the logical nodes for the CSW value, which indicates the device performs a circuit breaker or switch control function.[5]Industroyer's OPC DA module also uses IOPCBrowseServerAddressSpace to look for items with the following strings: ctlSelOn, ctlOperOn, ctlSelOff, ctlOperOff, Pos and stVal.[5]Industroyer IEC 60870-5-104 module includes a range mode to discover Information Object Addresses (IOAs) by enumerating through each.[5]"
,,,,S1072,Industroyer2,"Industroyer2 has the capability to poll a target device about its connection status, data transfer status, Common Address (CA), Information Object Addresses (IOAs), and IO state values across multiple priority levels.[6][7]"
,,,,S0603,Stuxnet,"Stuxnet enumerates and parses the System Data Blocks (SDB) using the s7blk_findfirst and s7blk_findnext API calls in s7otbxdx.dll. Stuxnet must find an SDB with the DWORD at offset 50h equal to 0100CB2Ch. This specifies that the system uses the Profibus communications processor module CP 342-5. In addition, specific values are searched for and counted: 7050h and 9500h. 7050h is assigned to part number KFC750V3 which appears to be a frequency converter drive (also known as variable frequency drive) manufactured by Fararo Paya in Teheran, Iran. 9500h is assigned to Vacon NX frequency converter drives manufactured by Vacon based in Finland.[8]Stuxnet was specifically targeting CPUs 6ES7-315-2 (Series 300) with special system data block characteristics for sequence A or B and 6ES7-315-2 for sequence C. The PLC type can also be checked using the s7ag_read_szl API.[8]"
https://attack.mitre.org//techniques/T0847,['Initial Access'],T0847,Replication Through Removable Media,,,
,,,,S0608,Conficker,"Conficker exploits Windows drive shares. Once it has infected a computer, Conficker automatically copies itself to all visible open drive shares on other computers inside the network. [11] Nuclear power plant officials suspect someone brought in Conficker by accident on a USB thumb drive, either from home or computers found in the power plant's facility. [4]"
,,,,S0603,Stuxnet,"Stuxnet was able to self-replicate by being spread through removable drives. A willing insider or unknown third party, such as a contractor, may have brought the removable media into the target environment. [12] The earliest version of Stuxnet relied on physical installation, infecting target systems when an infected configuration file carried by a USB stick was opened. [13]"
https://attack.mitre.org//techniques/T0848,['Initial Access'],T0848,Rogue Master,,,
,,,,C0020,Maroochy Water Breach,"In the Maroochy Water Breach, the adversary falsified network addresses in order to send false data and instructions to pumping stations.[3]"
https://attack.mitre.org//techniques/T0851,"['Evasion', 'Inhibit Response Function']",T0851,Rootkit,,,
,,,,S0603,Stuxnet,"One of Stuxnet's rootkits is contained entirely in the fake s7otbxdx.dll. In order to continue existing undetected on the PLC it needs to account for at least the following situations: read requests for its own malicious code blocks, read requests for infected blocks (OB1, OB35, DP_RECV), and write requests that could overwrite Stuxnets own code. Stuxnet contains code to monitor and intercept these types of requests. The rootkit modifies these requests so that Stuxnets PLC code is not discovered or damaged. [2]"
https://attack.mitre.org//techniques/T0852,['Collection'],T0852,Screen Capture,,,
,,,,G1000,ALLANITE,ALLANITE has been identified to collect and distribute screenshots of ICS systems such as HMIs. [2] [1]
,,,,G0064,APT33,APT33 utilize backdoors capable of capturing screenshots once installed on a system. [3][4]
https://attack.mitre.org//techniques/T0853,['Execution'],T0853,Scripting,,,
,,,,C0025,2016 Ukraine Electric Power Attack,"During the 2016 Ukraine Electric Power Attack, Sandworm Team utilized VBS and batch scripts for file movement and as wrappers for PowerShell execution.[1]"
,,,,G0064,APT33,APT33 utilized PowerShell scripts to establish command and control and install files for execution. [2] [3]
,,,,G0049,OilRig,OilRig has embedded a macro within spearphishing attachments that has been made up of both a VBScript and a PowerShell script.[4]
,,,,S0496,REvil,"REvil utilizes JavaScript, WScript, and PowerShell scripts to execute. The malicious JavaScript attachment has an obfuscated PowerShell script that executes the malware. [5]"
,,,,S1009,Triton,Triton communicates with Triconex controllers using a custom component framework written entirely in Python. The modules that implement the TriStation communication protocol and other supporting components are found in a separate file -- library.zip -- the main script that employs this functionality is compiled into a standalone py2exe Windows executable -- trilog.exe  which includes a Python environment. [6]
https://attack.mitre.org//techniques/T0881,['Inhibit Response Function'],T0881,Service Stop,,,
,,,,S0605,EKANS,"Before encrypting the process, EKANS first kills the process if its name matches one of the processes defined on the kill-list.  [2] [2] EKANS also utilizes netsh commands to implement firewall rules that blocks any remote communication with the device. [3]"
,,,,S0604,Industroyer,"Industroyer has the capability to stop a service itself, or to login as a user and stop a service as that user. [4]"
,,,,S1072,Industroyer2,"Industroyer2 has the capability to terminate specified processes (i.e., PServiceControl.exe and PService_PDD.exe) and rename each process to prevent restart. These are defined through a hardcoded configuration.[5]"
,,,,S0607,KillDisk,"KillDisk looks for and terminates two non-standard processes, one of which is an ICS application. [6]"
,,,,S0496,REvil,REvil searches for all processes listed in the prc field within its configuration file and then terminates each process. [7]
https://attack.mitre.org//techniques/T0865,['Initial Access'],T0865,Spearphishing Attachment,,,
,,,,G1000,ALLANITE,ALLANITE utilized spear phishing to gain access into energy sector environments. [3]
,,,,G0064,APT33,"APT33 sent spear phishing emails containing links to HTML application files, which were embedded with malicious code. [4] APT33 has conducted targeted spear phishing campaigns against U.S. government agencies and private sector companies. [5]"
,,,,S0093,Backdoor.Oldrea,The Backdoor.Oldrea RAT is distributed through a trojanized installer attached to emails. [6]
,,,,S0089,BlackEnergy,BlackEnergy targeted energy sector organizations in a wide reaching email spearphishing campaign. Adversaries utilized malicious Microsoft Word documents attachments. [7]
,,,,G0032,Lazarus Group,Lazarus Group has been observed targeting organizations using spearphishing documents with embedded malicious payloads. [8] Highly targeted spear phishing campaigns have been conducted against a U.S. electric grid company. [9]
,,,,G0049,OilRig,OilRig used spearphishing emails with malicious Microsoft Excel spreadsheet attachments. [10]
https://attack.mitre.org//techniques/T0863,['Execution'],T0863,User Execution,,,
,,,,S0093,Backdoor.Oldrea,Execution of Backdoor.Oldrea relies on a user opening a trojanized installer attached to an email. [2] [4]
,,,,S0606,Bad Rabbit,Bad Rabbit is disguised as an Adobe Flash installer. When the file is opened it starts locking the infected computer. [5]
,,,,S0496,REvil,REvil initially executes when the user clicks on a JavaScript file included in the phishing emails .zip attachment. [6]
,,,,S0603,Stuxnet,"Stuxnet infects DLL's associated with the WinCC Simatic manager which are responsible for opening project files. If a user opens an uninfected project file using a compromised manager, the file will be infected with Stuxnet code. If an infected project is opened with the Simatic manager, the modified data file will trigger a search for the xyz.dll file. If the xyz.dll file is not found in any of the specified locations, the malicious DLL will be loaded and executed by the manager. [7]"
https://attack.mitre.org//techniques/T0856,"['Evasion', 'Impair Process Control']",T0856,Spoof Reporting Message,,,
,,,,C0020,Maroochy Water Breach,"In the Maroochy Water Breach, the adversary used a dedicated analog two-way radio system to send false data and instructions to pumping stations and the central computer.[2]"
https://attack.mitre.org//techniques/T0869,['Command and Control'],T0869,Standard Application Layer Protocol,,,
,,,,S0089,BlackEnergy,BlackEnergy uses HTTP POST request to contact external command and control servers. [1]
,,,,S1045,INCONTROLLER,INCONTROLLER can remotely send commands to a malicious agent uploaded on Omron PLCs over HTTP or HTTPS.[2]
,,,,G0049,OilRig,OilRig communicated with its command and control using HTTP requests. [3]
,,,,S0496,REvil,REvil sends HTTPS POST messages with randomly generated URLs to communicate with a remote server. [4] [5]
,,,,S0603,Stuxnet,"Stuxnet uses a thread to monitor a data block DB890 of sequence A or B. This thread is constantly running and probing this block (every 5 minutes). On an infected PLC, if block DB890 is found and contains a special magic value (used by Stuxnet to identify his own block DB890), this blocks data can be read and written. This thread is likely used to optimize the way sequences A and B work, and modify their behavior when the Step7 editor is opened. [6]"
,,,,S1009,Triton,Triton can communicate with the implant utilizing the TriStation 'get main processor diagnostic data' command and looks for a specifically crafted packet body from which it extracts a command value and its arguments. [7]
https://attack.mitre.org//techniques/T0862,['Initial Access'],T0862,Supply Chain Compromise,,,
,,,,S0093,Backdoor.Oldrea,The Backdoor.Oldrea RAT is distributed through trojanized installers planted on compromised vendor sites. [2]
,,,,G0035,Dragonfly,Dragonfly trojanized legitimate ICS equipment providers software packages available for download on their websites.[3]
,,,,G0088,TEMP.Veles,TEMP.Veles targeted several ICS vendors and manufacturers. [4]
https://attack.mitre.org//techniques/T0882,['Impact'],T0882,Theft of Operational Information,,,
,,,,S1000,ACAD/Medre.A,ACAD/Medre.A can collect AutoCad files with drawings. These drawings may contain operational information. [3]
,,,,S0038,Duqu,"Duqu's purpose is to gather intelligence data and assets from entities such as industrial infrastructure and system manufacturers, amongst others not in the industrial sector, in order to more easily conduct a future attack against another third party.[4]"
,,,,S0143,Flame,Flame can collect AutoCAD design data and visio diagrams as well as other documents that may contain operational information. [5]
,,,,S0496,REvil,REvil sends exfiltrated data from the victims system using HTTPS POST messages sent to the C2 system. [6] [7]
https://attack.mitre.org//techniques/T0864,['Initial Access'],T0864,Transient Cyber Asset,,,
,,,,C0020,Maroochy Water Breach,"In the Maroochy Water Breach, the adversary utilized a computer, possibly stolen, with proprietary engineering software to communicate with a wastewater system.[2]"
https://attack.mitre.org//techniques/T0855,['Impair Process Control'],T0855,Unauthorized Command Message,,,
,,,,C0028,2015 Ukraine Electric Power Attack,"During the 2015 Ukraine Electric Power Attack, Sandworm Team issued unauthorized commands to substation breaks after gaining control of operator workstations and accessing a distribution management system (DMS) application. [4]"
,,,,S1045,INCONTROLLER,INCONTROLLER can send custom Modbus commands to write register values on Schneider PLCs.[5] INCONTROLLER can send write tag values on OPC UA servers.[5]
,,,,S0604,Industroyer,"Using its protocol payloads, Industroyer sends unauthorized commands to RTUs to change the state of equipment. [6]"
,,,,S1072,Industroyer2,"Industroyer2 is capable of sending command messages from the compromised device to target remote stations to open data channels, retrieve the location and values of Information Object Addresses (IOAs), and modify the IO state values through Select Before Operate I/O, Select/Execute, and Invert Default State operations.[7][8]"
,,,,C0020,Maroochy Water Breach,"In the Maroochy Water Breach, the adversary used a dedicated analog two-way radio system to send false data and instructions to pumping stations and the central computer.[9]"
https://attack.mitre.org//techniques/T0859,"['Persistence', 'Lateral Movement']",T0859,Valid Accounts,,,
,,,,C0028,2015 Ukraine Electric Power Attack,"During the 2015 Ukraine Electric Power Attack, Sandworm Team used valid accounts to laterally move through VPN connections and dual-homed systems. Sandworm Team used the credentials of valid accounts to interact with client applications and access employee workstations hosting HMI applications.  [2][1]"
,,,,C0025,2016 Ukraine Electric Power Attack,"During the 2016 Ukraine Electric Power Attack, Sandworm Team used valid accounts to laterally move through VPN connections and dual-homed systems.[3]"
,,,,G1000,ALLANITE,ALLANITE utilized credentials collected through phishing and watering hole attacks. [4]
,,,,S0089,BlackEnergy,"BlackEnergy utilizes valid user and administrator credentials, in addition to creating new administrator accounts to maintain presence. [1]"
,,,,S1045,INCONTROLLER,INCONTROLLER  can brute force password-based authentication to Schneider PLCs over  the CODESYS protocol (UDP port 1740).[5]INCONTROLLER  can perform brute force guessing of passwords to OPC UA servers using a predefined list of passwords.[5][6]
,,,,G0049,OilRig,OilRig utilized stolen credentials to gain access to victim machines.[4]
,,,,G0088,TEMP.Veles,TEMP.Veles used valid credentials when laterally moving through RDP jump boxes into the ICS environment. [7]
https://attack.mitre.org//techniques/T0860,['Initial Access'],T0860,Wireless Compromise,,,
,,,,C0020,Maroochy Water Breach,"In the Maroochy Water Breach, the adversary used a two-way radio to communicate with and set the frequencies of Maroochy Shire's repeater stations.[6]"
https://attack.mitre.org//techniques/T0887,"['Discovery', 'Collection']",T0887,Wireless Sniffing,,,
